403.15,0.7916,184.675,591.50 
438.15,0.8481,211.559,638.01 
463.15,0.9026,211.919,675.70 
483.15,0.9145,205.287,697.55 
503.15,0.9235,219.589,717.15 
523.15,0.9282,237.991,736.10 
543.15,0.9371,257.001,755.79 
563.15,0.9541,273.249,776.73 
583.15,0.9684,285.381,797.12 
603.15,0.9811,297.735,816.46 
623.15,0.9955,311.545,836.07 
